#
# ABINIT package : DOS file  
#
# nsppol = 1, nkpt = 1240, nband(1)=  18
# Tetrahedron method
# For identification : eigen(1:3)=  -1.470  -1.470  -0.619
#
# Fermi energy :       0.52598301
#
# The DOS (in electrons/Hartree/cell) and integrated DOS (in electrons/cell) are computed,
# at  4601 energies (in Hartree) covering the interval 
# between   -1.5000 and    0.8000 Hartree by steps of  0.00050 Hartree.
#
# energy(Ha)     DOS  integrated DOS
   -0.71650     0.0000     2.0000
   -0.71600     0.0000     2.0000
   -0.71550     0.0000     2.0000
   -0.71500     0.0000     2.0000
   -0.71450     0.0000     2.0000
   -0.71400     0.0000     2.0000
   -0.71350     0.0000     2.0000
   -0.71300     0.0000     2.0000
   -0.71250     0.0000     2.0000
   -0.71200     0.0000     2.0000
   -0.71150     0.0000     2.0000
   -0.71100     0.0000     2.0000
   -0.71050     0.0000     2.0000
   -0.71000     0.0000     2.0000
   -0.70950     0.0000     2.0000
   -0.70900     0.0000     2.0000
   -0.70850     0.0000     2.0000
   -0.70800     0.0000     2.0000
   -0.70750     0.0000     2.0000
   -0.70700     0.0000     2.0000
   -0.70650     0.0000     2.0000
   -0.70600     0.0000     2.0000
   -0.70550     0.0000     2.0000
   -0.70500     0.0000     2.0000
   -0.70450     0.0000     2.0000
   -0.70400     0.0000     2.0000
   -0.70350     0.0000     2.0000
   -0.70300     0.0000     2.0000
   -0.70250     0.0000     2.0000
   -0.70200     0.0000     2.0000
   -0.70150     0.0000     2.0000
   -0.70100     0.0000     2.0000
   -0.70050     0.0000     2.0000
   -0.70000     0.0000     2.0000
   -0.69950     0.0000     2.0000
   -0.69900     0.0000     2.0000
   -0.69850     0.0000     2.0000
   -0.69800     0.0000     2.0000
   -0.69750     0.0000     2.0000
   -0.69700     0.0000     2.0000
   -0.69650     0.0000     2.0000
   -0.69600     0.0000     2.0000
   -0.69550     0.0000     2.0000
   -0.69500     0.0000     2.0000
   -0.69450     0.0000     2.0000
   -0.69400     0.0000     2.0000
   -0.69350     0.0000     2.0000
   -0.69300     0.0000     2.0000
   -0.69250     0.0000     2.0000
   -0.69200     0.0000     2.0000
   -0.69150     0.0000     2.0000
   -0.69100     0.0000     2.0000
   -0.69050     0.0000     2.0000
   -0.69000     0.0000     2.0000
   -0.68950     0.0000     2.0000
   -0.68900     0.0000     2.0000
   -0.68850     0.0000     2.0000
   -0.68800     0.0000     2.0000
   -0.68750     0.0000     2.0000
   -0.68700     0.0000     2.0000
   -0.68650     0.0000     2.0000
   -0.68600     0.0000     2.0000
   -0.68550     0.0000     2.0000
   -0.68500     0.0000     2.0000
   -0.68450     0.0000     2.0000
   -0.68400     0.0000     2.0000
   -0.68350     0.0000     2.0000
   -0.68300     0.0000     2.0000
   -0.68250     0.0000     2.0000
   -0.68200     0.0000     2.0000
   -0.68150     0.0000     2.0000
   -0.68100     0.0000     2.0000
   -0.68050     0.0000     2.0000
   -0.68000     0.0000     2.0000
   -0.67950     0.0000     2.0000
   -0.67900     0.0000     2.0000
   -0.67850     0.0000     2.0000
   -0.67800     0.0000     2.0000
   -0.67750     0.0000     2.0000
   -0.67700     0.0000     2.0000
   -0.67650     0.0000     2.0000
   -0.67600     0.0000     2.0000
   -0.67550     0.0000     2.0000
   -0.67500     0.0000     2.0000
   -0.67450     0.0000     2.0000
   -0.67400     0.0000     2.0000
   -0.67350     0.0000     2.0000
   -0.67300     0.0000     2.0000
   -0.67250     0.0000     2.0000
   -0.67200     0.0000     2.0000
   -0.67150     0.0000     2.0000
   -0.67100     0.0000     2.0000
   -0.67050     0.0000     2.0000
   -0.67000     0.0000     2.0000
   -0.66950     0.0000     2.0000
   -0.66900     0.0000     2.0000
   -0.66850     0.0000     2.0000
   -0.66800     0.0000     2.0000
   -0.66750     0.0000     2.0000
   -0.66700     0.0000     2.0000
   -0.66650     0.0000     2.0000
   -0.66600     0.0000     2.0000
   -0.66550     0.0000     2.0000
   -0.66500     0.0000     2.0000
   -0.66450     0.0000     2.0000
   -0.66400     0.0000     2.0000
   -0.66350     0.0000     2.0000
   -0.66300     0.0000     2.0000
   -0.66250     0.0000     2.0000
   -0.66200     0.0000     2.0000
   -0.66150     0.0000     2.0000
   -0.66100     0.0000     2.0000
   -0.66050     0.0000     2.0000
   -0.66000     0.0000     2.0000
   -0.65950     0.0000     2.0000
   -0.65900     0.0000     2.0000
   -0.65850     0.0000     2.0000
   -0.65800     0.0000     2.0000
   -0.65750     0.0000     2.0000
   -0.65700     0.0000     2.0000
   -0.65650     0.0000     2.0000
   -0.65600     0.0000     2.0000
   -0.65550     0.0000     2.0000
   -0.65500     0.0000     2.0000
   -0.65450     0.0000     2.0000
   -0.65400     0.0000     2.0000
   -0.65350     0.0000     2.0000
   -0.65300     0.0000     2.0000
   -0.65250     0.0000     2.0000
   -0.65200     0.0000     2.0000
   -0.65150     0.0000     2.0000
   -0.65100     0.0000     2.0000
   -0.65050     0.0000     2.0000
   -0.65000     0.0000     2.0000
   -0.64950     0.0000     2.0000
   -0.64900     4.5584     2.0002
   -0.64850    15.3752     2.0056
   -0.64800    22.8968     2.0152
   -0.64750    30.4290     2.0285
   -0.64700    38.6865     2.0458
   -0.64650    48.2777     2.0675
   -0.64600    60.0166     2.0945
   -0.64550    74.4925     2.1279
   -0.64500    93.0478     2.1696
   -0.64450   119.4298     2.2228
   -0.64400   164.1226     2.2930
   -0.64350   293.7834     2.4034
   -0.64300   291.2003     2.5510
   -0.64250   290.3331     2.6967
   -0.64200   289.5301     2.8413
   -0.64150   295.6125     2.9868
   -0.64100   172.6100     3.1170
   -0.64050   137.6246     3.1935
   -0.64000   117.5056     3.2568
   -0.63950   103.0306     3.3117
   -0.63900    92.5272     3.3606
   -0.63850    83.8651     3.4046
   -0.63800    76.7696     3.4447
   -0.63750    70.7211     3.4815
   -0.63700    65.5859     3.5155
   -0.63650    60.9598     3.5472
   -0.63600    57.0798     3.5766
   -0.63550    53.5277     3.6043
   -0.63500    50.2615     3.6302
   -0.63450    47.4326     3.6546
   -0.63400    44.7841     3.6777
   -0.63350    42.3217     3.6994
   -0.63300    40.1310     3.7200
   -0.63250    38.0520     3.7396
   -0.63200    36.1158     3.7581
   -0.63150    34.3102     3.7757
   -0.63100    32.6469     3.7925
   -0.63050    31.0234     3.8084
   -0.63000    29.5391     3.8235
   -0.62950    28.0810     3.8379
   -0.62900    26.7587     3.8516
   -0.62850    25.4129     3.8647
   -0.62800    24.1697     3.8771
   -0.62750    22.9671     3.8888
   -0.62700    21.8160     3.9000
   -0.62650    20.6275     3.9106
   -0.62600    19.5524     3.9207
   -0.62550    18.4657     3.9302
   -0.62500    17.3788     3.9392
   -0.62450    16.3220     3.9476
   -0.62400    15.2802     3.9555
   -0.62350    14.1549     3.9628
   -0.62300    13.2034     3.9697
   -0.62250    11.9380     3.9760
   -0.62200    10.9277     3.9817
   -0.62150     9.5850     3.9868
   -0.62100     8.4313     3.9913
   -0.62050     6.7882     3.9951
   -0.62000     4.8762     3.9980
   -0.61950     2.0060     3.9999
   -0.61900     0.0000     4.0000
   -0.61850     0.0000     4.0000
   -0.61800     0.0000     4.0000
   -0.61750     0.0000     4.0000
   -0.61700     0.0000     4.0000
   -0.61650     0.0000     4.0000
   -0.61600     0.0000     4.0000
   -0.61550     0.0000     4.0000
   -0.61500     0.0000     4.0000
   -0.61450     0.0000     4.0000
   -0.61400     0.0000     4.0000
   -0.61350     0.0000     4.0000
   -0.61300     0.0000     4.0000
   -0.61250     0.0000     4.0000
   -0.61200     0.0000     4.0000
   -0.61150     0.0000     4.0000
   -0.61100     0.0000     4.0000
   -0.61050     0.0000     4.0000
   -0.61000     0.0000     4.0000
   -0.60950     0.0000     4.0000
   -0.60900     0.0000     4.0000
   -0.60850     0.0000     4.0000
   -0.60800     0.0000     4.0000
   -0.60750     0.0000     4.0000
   -0.60700     0.0000     4.0000
   -0.60650     0.0000     4.0000
   -0.60600     0.0000     4.0000
   -0.60550     0.0000     4.0000
   -0.60500     0.0000     4.0000
   -0.60450     0.0000     4.0000
   -0.60400     0.0000     4.0000
   -0.60350     0.0000     4.0000
   -0.60300     0.0000     4.0000
   -0.60250     0.0000     4.0000
   -0.60200     0.0000     4.0000
   -0.60150     0.0000     4.0000
   -0.60100     0.0000     4.0000
   -0.60050     0.0000     4.0000
   -0.60000     0.0000     4.0000
   -0.59950     0.0000     4.0000
   -0.59900     0.0000     4.0000
   -0.59850     0.0000     4.0000
   -0.59800     0.0000     4.0000
   -0.59750     0.0000     4.0000
   -0.59700     0.0000     4.0000
   -0.59650     0.0000     4.0000
   -0.59600     0.0000     4.0000
   -0.59550     0.0000     4.0000
   -0.59500     0.0000     4.0000
   -0.59450     0.0000     4.0000
   -0.59400     0.0000     4.0000
   -0.59350     0.0000     4.0000
   -0.59300     0.0000     4.0000
   -0.59250     0.0000     4.0000
   -0.59200     0.0000     4.0000
   -0.59150     0.0000     4.0000
   -0.59100     0.0000     4.0000
   -0.59050     0.0000     4.0000
   -0.59000     0.0000     4.0000
   -0.58950     0.0000     4.0000
   -0.58900     0.0000     4.0000
   -0.58850     0.0000     4.0000
   -0.58800     0.0000     4.0000
   -0.58750     0.0000     4.0000
   -0.58700     0.0000     4.0000
   -0.58650     0.0000     4.0000
   -0.58600     0.0000     4.0000
   -0.58550     0.0000     4.0000
   -0.58500     0.0000     4.0000
   -0.58450     0.0000     4.0000
   -0.58400     0.0000     4.0000
   -0.58350     0.0000     4.0000
   -0.58300     0.0000     4.0000
   -0.58250     0.0000     4.0000
   -0.58200     0.0000     4.0000
   -0.58150     0.0000     4.0000
   -0.58100     0.0000     4.0000
   -0.58050     0.0000     4.0000
   -0.58000     0.0000     4.0000
   -0.57950     0.0000     4.0000
   -0.57900     0.0000     4.0000
   -0.57850     0.0000     4.0000
   -0.57800     0.0000     4.0000
   -0.57750     0.0000     4.0000
   -0.57700     0.0000     4.0000
   -0.57650     0.0000     4.0000
   -0.57600     0.0000     4.0000
   -0.57550    69.3265     4.0176
   -0.57500   124.4506     4.0658
   -0.57450   233.1529     4.1507
   -0.57400   235.4787     4.2690
   -0.57350   201.0950     4.3738
   -0.57300   211.5965     4.4762
   -0.57250   252.4240     4.5899
   -0.57200   251.6431     4.7317
   -0.57150   211.4272     4.8462
   -0.57100   188.8327     4.9461
   -0.57050   173.5003     5.0366
   -0.57000   160.3340     5.1200
   -0.56950   146.9276     5.1976
   -0.56900   121.7682     5.2634
   -0.56850   108.6753     5.3208
   -0.56800    99.2364     5.3726
   -0.56750    92.0053     5.4204
   -0.56700    86.0227     5.4648
   -0.56650    81.1165     5.5066
   -0.56600    77.4275     5.5462
   -0.56550    74.3021     5.5841
   -0.56500    71.6629     5.6206
   -0.56450    69.4516     5.6558
   -0.56400    67.5697     5.6901
   -0.56350    66.1932     5.7235
   -0.56300    65.2098     5.7564
   -0.56250    64.4962     5.7888
   -0.56200    64.1127     5.8209
   -0.56150    64.0201     5.8529
   -0.56100    64.0895     5.8849
   -0.56050    64.4858     5.9171
   -0.56000    65.1525     5.9495
   -0.55950    66.2138     5.9823
   -0.55900    67.3395     6.0157
   -0.55850    68.9110     6.0497
   -0.55800    70.8239     6.0847
   -0.55750    73.2151     6.1207
   -0.55700    75.7258     6.1579
   -0.55650    79.1459     6.1966
   -0.55600    83.0145     6.2371
   -0.55550    87.3104     6.2796
   -0.55500    93.4080     6.3248
   -0.55450   100.0766     6.3731
   -0.55400   110.5005     6.4256
   -0.55350   127.3654     6.4843
   -0.55300   144.2822     6.5544
   -0.55250   143.4749     6.6264
   -0.55200   143.2267     6.6981
   -0.55150   142.6542     6.7696
   -0.55100   142.5056     6.8408
   -0.55050   142.1629     6.9120
   -0.55000   142.2029     6.9831
   -0.54950   142.2241     7.0541
   -0.54900   142.2501     7.1252
   -0.54850   142.6665     7.1964
   -0.54800   142.7411     7.2677
   -0.54750   143.5523     7.3393
   -0.54700   143.7321     7.4110
   -0.54650   144.3691     7.4833
   -0.54600   145.4919     7.5558
   -0.54550   125.6965     7.6259
   -0.54500   102.9096     7.6819
   -0.54450    90.7320     7.7303
   -0.54400    80.7073     7.7728
   -0.54350    71.7174     7.8110
   -0.54300    64.7958     7.8451
   -0.54250    57.5211     7.8756
   -0.54200    50.9263     7.9030
   -0.54150    45.3582     7.9272
   -0.54100    40.1066     7.9483
   -0.54050    34.2441     7.9664
   -0.54000    27.5187     7.9814
   -0.53950    18.5019     7.9929
   -0.53900     5.4249     7.9997
   -0.53850     0.0000     8.0000
   -0.53800     0.0000     8.0000
   -0.53750     0.0000     8.0000
   -0.53700     0.0000     8.0000
   -0.53650     0.0000     8.0000
   -0.53600     0.0000     8.0000
   -0.53550     0.0000     8.0000
   -0.53500     0.0000     8.0000
   -0.53450     0.0000     8.0000
   -0.53400     0.0000     8.0000
   -0.53350     0.0000     8.0000
   -0.53300     0.0000     8.0000
   -0.53250     0.0000     8.0000
   -0.53200     0.0000     8.0000
   -0.53150     0.0000     8.0000
   -0.53100     0.0000     8.0000
   -0.53050     0.0000     8.0000
   -0.53000     0.0000     8.0000
   -0.52950     0.0000     8.0000
   -0.52900     0.0000     8.0000
   -0.52850     0.0000     8.0000
   -0.52800     0.0000     8.0000
   -0.52750     0.0000     8.0000
   -0.52700     0.0000     8.0000
   -0.52650     0.0000     8.0000
   -0.52600     0.0000     8.0000
   -0.52550     0.0000     8.0000
   -0.52500     0.0000     8.0000
   -0.52450     0.0000     8.0000
   -0.52400     0.0000     8.0000
   -0.52350     0.0000     8.0000
   -0.52300     0.0000     8.0000
   -0.52250     0.0000     8.0000
   -0.52200     0.0000     8.0000
   -0.52150     0.0000     8.0000
   -0.52100     0.0000     8.0000
   -0.52050     0.0000     8.0000
   -0.52000     0.0000     8.0000
   -0.51950     0.0000     8.0000
   -0.51900     0.0000     8.0000
   -0.51850     0.0000     8.0000
   -0.51800     0.0000     8.0000
   -0.51750     0.0000     8.0000
   -0.51700     0.0000     8.0000
   -0.51650     0.0000     8.0000
   -0.51600     0.0000     8.0000
   -0.51550     0.0000     8.0000
   -0.51500     0.0000     8.0000
   -0.51450     0.0000     8.0000
   -0.51400     0.0000     8.0000
   -0.51350     0.0000     8.0000
   -0.51300     0.0000     8.0000
   -0.51250     0.0000     8.0000
   -0.51200     0.0000     8.0000
   -0.51150     0.0000     8.0000
   -0.51100     0.0000     8.0000
   -0.51050     0.0000     8.0000
   -0.51000     0.0000     8.0000
   -0.50950     0.0000     8.0000
   -0.50900     0.0000     8.0000
   -0.50850     0.0000     8.0000
   -0.50800     0.0000     8.0000
   -0.50750     0.0000     8.0000
   -0.50700     0.0000     8.0000
   -0.50650     0.0000     8.0000
   -0.50600     0.0000     8.0000
   -0.50550     0.0000     8.0000
   -0.50500     0.0000     8.0000
   -0.50450     0.0000     8.0000
   -0.50400     0.0000     8.0000
   -0.50350     0.0000     8.0000
   -0.50300     0.0000     8.0000
   -0.50250     0.0000     8.0000
   -0.50200     0.0000     8.0000
   -0.50150     0.0000     8.0000
   -0.50100     0.0000     8.0000
   -0.50050     0.0000     8.0000
   -0.50000     0.0000     8.0000
   -0.49950     0.0000     8.0000
   -0.49900     0.0000     8.0000
   -0.49850     0.0000     8.0000
   -0.49800     0.0000     8.0000
   -0.49750     0.0000     8.0000
   -0.49700     0.0000     8.0000
   -0.49650     0.0000     8.0000
   -0.49600     0.0000     8.0000
   -0.49550     0.0000     8.0000
   -0.49500     0.0000     8.0000
   -0.49450     0.0000     8.0000
   -0.49400     0.0000     8.0000
   -0.49350     0.0000     8.0000
   -0.49300     0.0000     8.0000
   -0.49250     0.0000     8.0000
   -0.49200     0.0000     8.0000
   -0.49150     0.0000     8.0000
   -0.49100     0.0000     8.0000
   -0.49050     0.0000     8.0000
   -0.49000     0.0000     8.0000
   -0.48950     0.0000     8.0000
   -0.48900     0.0000     8.0000
   -0.48850     0.0000     8.0000
   -0.48800     0.0000     8.0000
   -0.48750     0.0000     8.0000
   -0.48700     0.0000     8.0000
   -0.48650     0.0000     8.0000
   -0.48600     0.0000     8.0000
   -0.48550     0.0000     8.0000
   -0.48500     0.0000     8.0000
   -0.48450     0.0000     8.0000
   -0.48400     0.0000     8.0000
   -0.48350     0.0000     8.0000
   -0.48300     0.0000     8.0000
   -0.48250     0.0000     8.0000
   -0.48200     0.0000     8.0000
   -0.48150     0.0000     8.0000
   -0.48100     0.0000     8.0000
   -0.48050     0.0000     8.0000
   -0.48000     0.0000     8.0000
   -0.47950     0.0000     8.0000
   -0.47900     0.0000     8.0000
   -0.47850     0.0000     8.0000
   -0.47800     0.0000     8.0000
   -0.47750     0.0000     8.0000
   -0.47700     0.0000     8.0000
   -0.47650     0.0000     8.0000
   -0.47600     0.0000     8.0000
   -0.47550     0.0000     8.0000
   -0.47500     0.0000     8.0000
   -0.47450     0.0000     8.0000
   -0.47400     0.0000     8.0000
   -0.47350     0.0000     8.0000
   -0.47300     0.0000     8.0000
   -0.47250     0.0000     8.0000
   -0.47200     0.0000     8.0000
   -0.47150     0.0000     8.0000
   -0.47100     0.0000     8.0000
   -0.47050     0.0000     8.0000
   -0.47000     0.0000     8.0000
   -0.46950     0.0000     8.0000
   -0.46900     0.0000     8.0000
   -0.46850     0.0000     8.0000
   -0.46800     0.0000     8.0000
   -0.46750     0.0000     8.0000
   -0.46700     0.0000     8.0000
   -0.46650     0.0000     8.0000
   -0.46600     0.0000     8.0000
   -0.46550     0.0000     8.0000
   -0.46500     0.0000     8.0000
   -0.46450     0.0000     8.0000
   -0.46400     0.0000     8.0000
   -0.46350     0.0000     8.0000
   -0.46300     0.0000     8.0000
   -0.46250     0.0000     8.0000
   -0.46200     0.0000     8.0000
   -0.46150     0.0000     8.0000
   -0.46100     0.0000     8.0000
   -0.46050     0.0000     8.0000
   -0.46000     0.0000     8.0000
   -0.45950     0.0000     8.0000
   -0.45900     0.0000     8.0000
   -0.45850     0.0000     8.0000
   -0.45800     0.0000     8.0000
   -0.45750     0.0000     8.0000
   -0.45700     0.0000     8.0000
   -0.45650     0.0000     8.0000
   -0.45600     0.0000     8.0000
   -0.45550     0.0000     8.0000
   -0.45500     0.0000     8.0000
   -0.45450     0.0000     8.0000
   -0.45400     0.0000     8.0000
   -0.45350     0.0000     8.0000
   -0.45300     0.0000     8.0000
   -0.45250     0.0000     8.0000
   -0.45200     0.0000     8.0000
   -0.45150     0.0000     8.0000
   -0.45100     0.0000     8.0000
   -0.45050     0.0000     8.0000
   -0.45000     0.0000     8.0000
   -0.44950     0.0000     8.0000
   -0.44900     0.0000     8.0000
   -0.44850     0.0000     8.0000
   -0.44800     0.0000     8.0000
   -0.44750     0.0000     8.0000
   -0.44700     0.0000     8.0000
   -0.44650     0.0000     8.0000
   -0.44600     0.0000     8.0000
   -0.44550     0.0000     8.0000
   -0.44500     0.0000     8.0000
   -0.44450     0.0000     8.0000
   -0.44400     0.0000     8.0000
   -0.44350     0.0000     8.0000
   -0.44300     0.0000     8.0000
   -0.44250     0.0000     8.0000
   -0.44200     0.0000     8.0000
   -0.44150     0.0000     8.0000
   -0.44100     0.0000     8.0000
   -0.44050     0.0000     8.0000
   -0.44000     0.0000     8.0000
   -0.43950     0.0000     8.0000
   -0.43900     0.0000     8.0000
   -0.43850     0.0000     8.0000
   -0.43800     0.0000     8.0000
   -0.43750     0.0000     8.0000
   -0.43700     0.0000     8.0000
   -0.43650     0.0000     8.0000
   -0.43600     0.0000     8.0000
   -0.43550     0.0000     8.0000
   -0.43500     0.0000     8.0000
   -0.43450     0.0000     8.0000
   -0.43400     0.0000     8.0000
   -0.43350     0.0000     8.0000
   -0.43300     0.0000     8.0000
   -0.43250     0.0000     8.0000
   -0.43200     0.0000     8.0000
   -0.43150     0.0000     8.0000
   -0.43100     0.0000     8.0000
   -0.43050     0.0000     8.0000
   -0.43000     0.0000     8.0000
   -0.42950     0.0000     8.0000
   -0.42900     0.0000     8.0000
   -0.42850     0.0000     8.0000
   -0.42800     0.0000     8.0000
   -0.42750     0.0000     8.0000
   -0.42700     0.0000     8.0000
   -0.42650     0.0000     8.0000
   -0.42600     0.0000     8.0000
   -0.42550     0.0000     8.0000
   -0.42500     0.0000     8.0000
   -0.42450     0.0000     8.0000
   -0.42400     0.0000     8.0000
   -0.42350     0.0000     8.0000
   -0.42300     0.0000     8.0000
   -0.42250     0.0000     8.0000
   -0.42200     0.0000     8.0000
   -0.42150     0.0000     8.0000
   -0.42100     0.0000     8.0000
   -0.42050     0.0000     8.0000
   -0.42000     0.0000     8.0000
   -0.41950     0.0000     8.0000
   -0.41900     0.0000     8.0000
   -0.41850     0.0000     8.0000
   -0.41800     0.0000     8.0000
   -0.41750     0.0000     8.0000
   -0.41700     0.0000     8.0000
   -0.41650     0.0000     8.0000
   -0.41600     0.0000     8.0000
   -0.41550     0.0000     8.0000
   -0.41500     0.0000     8.0000
   -0.41450     0.0000     8.0000
   -0.41400     0.0000     8.0000
   -0.41350     0.0000     8.0000
   -0.41300     0.0000     8.0000
   -0.41250     0.0000     8.0000
   -0.41200     0.0000     8.0000
   -0.41150     0.0000     8.0000
   -0.41100     0.0000     8.0000
   -0.41050     0.0000     8.0000
   -0.41000     0.0000     8.0000
   -0.40950     0.0000     8.0000
   -0.40900     0.0000     8.0000
   -0.40850     0.0000     8.0000
   -0.40800     0.0000     8.0000
   -0.40750     0.0000     8.0000
   -0.40700     0.0000     8.0000
   -0.40650     0.0000     8.0000
   -0.40600     0.0000     8.0000
   -0.40550     0.0000     8.0000
   -0.40500     0.0000     8.0000
   -0.40450     0.0000     8.0000
   -0.40400     0.0000     8.0000
   -0.40350     0.0000     8.0000
   -0.40300     0.0000     8.0000
   -0.40250     0.0000     8.0000
   -0.40200     0.0000     8.0000
   -0.40150     0.0000     8.0000
   -0.40100     0.0000     8.0000
   -0.40050     0.0000     8.0000
   -0.40000     0.0000     8.0000
   -0.39950     0.0000     8.0000
   -0.39900     0.0000     8.0000
   -0.39850     0.0000     8.0000
   -0.39800     0.0000     8.0000
   -0.39750     0.0000     8.0000
   -0.39700     0.0000     8.0000
   -0.39650     0.0000     8.0000
   -0.39600     0.0000     8.0000
   -0.39550     0.0000     8.0000
   -0.39500     0.0000     8.0000
   -0.39450     0.0000     8.0000
   -0.39400     0.0000     8.0000
   -0.39350     0.0000     8.0000
   -0.39300     0.0000     8.0000
   -0.39250     0.0000     8.0000
   -0.39200     0.0000     8.0000
   -0.39150     0.0000     8.0000
   -0.39100     0.0000     8.0000
   -0.39050     0.0000     8.0000
   -0.39000     0.0000     8.0000
   -0.38950     0.0000     8.0000
   -0.38900     0.0000     8.0000
   -0.38850     0.0000     8.0000
   -0.38800     0.0000     8.0000
   -0.38750     0.0000     8.0000
   -0.38700     0.0000     8.0000
   -0.38650     0.0000     8.0000
   -0.38600     0.0000     8.0000
   -0.38550     0.0000     8.0000
   -0.38500     0.0000     8.0000
   -0.38450     0.0000     8.0000
   -0.38400     0.0000     8.0000
   -0.38350     0.0000     8.0000
   -0.38300     0.0000     8.0000
   -0.38250     0.0000     8.0000
   -0.38200     0.0000     8.0000
   -0.38150     0.0000     8.0000
   -0.38100     0.0000     8.0000
   -0.38050     0.0000     8.0000
   -0.38000     0.0000     8.0000
   -0.37950     0.0000     8.0000
   -0.37900     0.0000     8.0000
   -0.37850     0.0000     8.0000
   -0.37800     0.0000     8.0000
   -0.37750     0.0000     8.0000
   -0.37700     0.0000     8.0000
   -0.37650     0.0000     8.0000
   -0.37600     0.0000     8.0000
   -0.37550     0.0000     8.0000
   -0.37500     0.0000     8.0000
   -0.37450     0.0000     8.0000
   -0.37400     0.0000     8.0000
   -0.37350     0.0000     8.0000
   -0.37300     0.0000     8.0000
   -0.37250     0.0000     8.0000
   -0.37200     0.0000     8.0000
   -0.37150     0.0000     8.0000
   -0.37100     0.0000     8.0000
   -0.37050     0.0000     8.0000
   -0.37000     0.0000     8.0000
   -0.36950     0.0000     8.0000
   -0.36900     0.0000     8.0000
   -0.36850     0.0000     8.0000
   -0.36800     0.0000     8.0000
   -0.36750     0.0000     8.0000
   -0.36700     0.0000     8.0000
   -0.36650     0.0000     8.0000
   -0.36600     0.0000     8.0000
   -0.36550     0.0000     8.0000
   -0.36500     0.0000     8.0000
   -0.36450     0.0000     8.0000
   -0.36400     0.0000     8.0000
   -0.36350     0.0000     8.0000
   -0.36300     0.0000     8.0000
   -0.36250     0.0000     8.0000
   -0.36200     0.0000     8.0000
   -0.36150     0.0000     8.0000
   -0.36100     0.0000     8.0000
   -0.36050     0.0000     8.0000
   -0.36000     0.0000     8.0000
   -0.35950     0.0000     8.0000
   -0.35900     0.0000     8.0000
   -0.35850     0.0000     8.0000
   -0.35800     0.0000     8.0000
   -0.35750     0.0000     8.0000
   -0.35700     0.0000     8.0000
   -0.35650     0.0000     8.0000
   -0.35600     0.0000     8.0000
   -0.35550     0.0000     8.0000
   -0.35500     0.0000     8.0000
   -0.35450     0.0000     8.0000
   -0.35400     0.0000     8.0000
   -0.35350     0.0000     8.0000
   -0.35300     0.0000     8.0000
   -0.35250     0.0000     8.0000
   -0.35200     0.0000     8.0000
   -0.35150     0.0000     8.0000
   -0.35100     0.0000     8.0000
   -0.35050     0.0000     8.0000
   -0.35000     0.0000     8.0000
   -0.34950     0.0000     8.0000
   -0.34900     0.0000     8.0000
   -0.34850     0.0000     8.0000
   -0.34800     0.0000     8.0000
   -0.34750     0.0000     8.0000
   -0.34700     0.0000     8.0000
   -0.34650     0.0000     8.0000
   -0.34600     0.0000     8.0000
   -0.34550     0.0000     8.0000
   -0.34500     0.0000     8.0000
   -0.34450     0.0000     8.0000
   -0.34400     0.0000     8.0000
   -0.34350     0.0000     8.0000
   -0.34300     0.0000     8.0000
   -0.34250     0.0000     8.0000
   -0.34200     0.0000     8.0000
   -0.34150     0.0000     8.0000
   -0.34100     0.0000     8.0000
   -0.34050     0.0000     8.0000
   -0.34000     0.0000     8.0000
   -0.33950     0.0000     8.0000
   -0.33900     0.0000     8.0000
   -0.33850     0.0000     8.0000
   -0.33800     0.0000     8.0000
   -0.33750     0.0000     8.0000
   -0.33700     0.0000     8.0000
   -0.33650     0.0000     8.0000
   -0.33600     0.0000     8.0000
   -0.33550     0.0000     8.0000
   -0.33500     0.0000     8.0000
   -0.33450     0.0000     8.0000
   -0.33400     0.0000     8.0000
   -0.33350     0.0000     8.0000
   -0.33300     0.0000     8.0000
   -0.33250     0.0000     8.0000
   -0.33200     0.0000     8.0000
   -0.33150     0.0000     8.0000
   -0.33100     0.0000     8.0000
   -0.33050     0.0000     8.0000
   -0.33000     0.0000     8.0000
   -0.32950     0.0000     8.0000
   -0.32900     0.0000     8.0000
   -0.32850     0.0000     8.0000
   -0.32800     0.0000     8.0000
   -0.32750     0.0000     8.0000
   -0.32700     0.0000     8.0000
   -0.32650     0.0000     8.0000
   -0.32600     0.0000     8.0000
   -0.32550     0.0000     8.0000
   -0.32500     0.0000     8.0000
   -0.32450     0.0000     8.0000
   -0.32400     0.0000     8.0000
   -0.32350     0.0000     8.0000
   -0.32300     0.0000     8.0000
   -0.32250     0.0000     8.0000
   -0.32200     0.0000     8.0000
   -0.32150     0.0000     8.0000
   -0.32100     0.0000     8.0000
   -0.32050     0.0000     8.0000
   -0.32000     0.0000     8.0000
   -0.31950     0.0000     8.0000
   -0.31900     0.0000     8.0000
   -0.31850     0.0000     8.0000
   -0.31800     0.0000     8.0000
   -0.31750     0.0000     8.0000
   -0.31700     0.0000     8.0000
   -0.31650     0.0000     8.0000
   -0.31600     0.0000     8.0000
   -0.31550     0.0000     8.0000
   -0.31500     0.0000     8.0000
   -0.31450     0.0000     8.0000
   -0.31400     0.0000     8.0000
   -0.31350     0.0000     8.0000
   -0.31300     0.0000     8.0000
   -0.31250     0.0000     8.0000
   -0.31200     0.0000     8.0000
